loc,wmc,rfc,cbo,lcom,code_churn,num_developers,past_defects,defects
508,8,3,5,0.6624992612626311,6,3,1,0
65,24,11,2,0.8391456254609109,34,1,4,0
167,9,13,2,0.768586004972604,3,4,2,0
1049,16,28,12,0.6385722305040624,2,3,2,1
290,23,14,16,0.16089215090959896,18,5,1,0
3956,28,27,1,0.91914732320883,0,1,1,0
392,6,9,8,0.3672121813831484,21,7,5,0
308,6,3,14,0.9642985685167623,12,3,4,0
168,15,18,12,0.40187080200054714,3,3,1,0
287,2,35,7,0.14593829268317082,0,4,3,0
203,7,8,8,0.8848397474996681,0,2,4,0
572,26,20,8,0.7950587401287051,3,4,1,0
771,19,21,8,0.7862960561131396,9,2,4,1
95,12,11,9,0.08941075073111815,5,1,2,0
49,17,22,5,0.8792798330519671,10,2,1,0
27,19,17,22,0.5964006371628611,8,2,2,0
450,4,22,3,0.4703557362729537,6,3,3,0
65,9,19,14,0.9131716214131386,27,1,0,0
18,28,12,3,0.6660413524819403,10,5,4,0
390,15,13,9,0.13303082385298592,19,1,2,0
4873,15,28,3,0.5195371760567037,2,2,4,0
242,13,14,9,0.6366165888475628,10,5,2,0
669,3,7,6,0.8985506977316342,7,3,4,0
269,9,11,10,0.27989410167490014,20,4,0,0
217,16,18,3,0.7942338856474153,5,2,4,0
737,9,26,3,0.7998129038347461,2,5,2,0
172,6,3,19,0.12804948482368073,3,2,1,0
337,7,11,5,0.017233182755872933,1,3,3,0
359,28,25,8,0.5814096958984565,1,1,1,0
109,9,6,1,0.7894788862909857,5,5,0,0
804,25,6,6,0.5544308243272972,17,4,4,0
198,15,13,4,0.8133474851998753,1,2,2,0
98,11,2,21,0.6223031404675141,2,1,0,0
465,8,41,4,0.6532923616723003,15,3,5,0
83,19,17,22,0.02815442576252558,3,4,2,0
253,23,20,4,0.0885982029194261,26,6,1,0
242,20,29,10,0.7250296177158747,2,3,1,0
900,5,57,19,0.7628432823762891,4,3,1,0
432,9,12,5,0.5421779780643259,0,3,2,0
237,10,3,19,0.5901651274510346,38,3,2,0
652,3,16,12,0.6143658398450775,17,1,4,0
1297,17,6,6,0.10499131885394941,13,2,6,0
477,18,4,9,0.6679086042509301,1,3,2,0
247,18,8,16,0.4784699767620504,27,4,2,1
50,16,12,8,0.602522976687279,21,3,2,0
68,10,29,2,0.5631418288105225,4,1,4,0
169,7,42,12,0.7630002484540389,9,3,1,0
117,10,5,12,0.31856826371598135,39,4,3,0
195,16,9,8,0.373526245067452,4,5,2,0
261,26,20,4,0.3916063065245796,0,6,2,0
462,13,22,11,0.7624560991740125,16,1,3,0
224,13,6,2,0.4311126218030352,5,2,3,0
438,3,25,9,0.1770747717000547,34,2,1,0
264,16,7,8,0.9830409704170288,6,2,1,0
22,27,5,7,0.49338186396454775,0,7,1,0
79,12,19,14,0.10924808315606305,5,4,4,0
205,11,30,5,0.6702749559927024,10,2,1,0
57,10,16,3,0.7391623575284837,0,3,1,0
502,19,14,3,0.5002228389088954,4,2,1,0
1535,3,12,14,0.6464572182773214,1,3,2,0
1056,25,14,10,0.17267486448272995,8,2,1,0
189,11,11,9,0.3679223852803789,25,1,2,0
1463,16,20,9,0.1618286033716162,7,1,3,0
292,20,14,5,0.3872352563648084,9,5,3,0
163,7,55,2,0.5628005221869191,4,3,2,0
117,13,17,3,0.4425394071819133,6,6,2,0
170,11,11,9,0.5932148407357406,6,1,2,0
153,6,5,4,0.5017591733685518,11,3,1,0
300,23,6,3,0.31781437340175633,15,4,7,0
296,10,17,6,0.14341599812101213,8,4,3,0
245,5,8,15,0.2526728614212772,31,2,2,0
413,13,15,7,0.20071325189459988,14,1,3,0
1021,4,31,21,0.7074222936907105,1,3,1,1
764,9,4,9,0.8199668444123809,5,3,1,0
41,15,11,40,0.7203886052994257,18,4,1,0
11,4,3,8,0.6437341469951583,23,2,1,0
750,19,15,7,0.3078513538137696,3,6,1,0
47,14,3,7,0.7109855591065113,10,4,0,0
186,20,4,4,0.6050834599891464,4,5,1,0
60,20,39,5,0.04689336668762567,1,3,5,0
28,9,7,24,0.9076121183934155,17,1,1,0
468,9,5,4,0.07995384110163928,21,1,0,0
608,17,31,7,0.5027079041588388,5,3,1,0
122,6,5,7,0.5130691527190647,0,3,5,0
10,6,17,5,0.8370071887583816,13,6,1,0
127,8,17,5,0.9130675010423663,5,1,1,0
391,5,24,6,0.9396757915097929,0,3,1,0
41,5,4,12,0.5696721334789782,1,6,3,0
304,5,6,17,0.6790422302116035,1,5,0,0
240,10,7,2,0.08851986241256304,9,2,1,0
490,10,6,21,0.48791601084402225,2,4,5,0
282,22,23,11,0.8978567042422846,1,2,5,0
76,10,17,11,0.4556971510380611,19,2,2,0
1028,12,19,3,0.06959393543343062,25,1,0,0
202,33,3,30,0.2006411424164536,1,3,4,1
236,2,15,3,0.4295069224354946,2,2,3,0
79,14,34,8,0.2375283049090524,7,6,2,0
143,11,50,8,0.3922925853417206,1,5,2,0
84,15,9,20,0.33296187533605903,1,3,2,0
198,9,24,3,0.3189290528159521,3,4,2,0
1908,10,6,8,0.09116460975683538,23,5,2,0
47,26,3,1,0.8827146910865864,26,4,1,0
35,17,3,7,0.6927062534654131,14,4,1,0
1429,11,31,9,0.6233819084691247,9,1,2,0
190,7,9,4,0.6064694080954068,10,4,3,0
109,6,8,1,0.3965022247146588,5,2,2,0
852,9,22,21,0.8233153088514998,6,5,4,0
118,11,4,2,0.9300399939279387,8,2,2,0
2189,32,18,3,0.0056172489954411375,10,5,1,0
551,14,11,3,0.0791984768380074,0,6,3,0
136,8,47,16,0.6749756173662792,2,3,3,0
3257,2,9,6,0.23606672272307216,26,3,2,0
118,7,11,1,0.9117049987698819,3,2,1,0
596,9,3,4,0.6674130651162549,2,5,4,0
350,15,52,15,0.3682912551587131,4,2,1,0
1166,9,10,2,0.4152824027794302,2,1,1,0
1593,33,40,2,0.690882505246558,0,4,1,0
254,11,2,2,0.14096410260214332,1,4,4,0
99,23,16,6,0.8834118802466094,8,5,2,0
424,4,48,7,0.004771698430177773,2,3,3,0
108,12,7,5,0.9789469533038662,8,1,0,0
2740,7,15,6,0.16764548036309423,0,1,5,1
288,23,32,2,0.7421113586138824,0,7,4,0
157,10,10,5,0.039924707043160534,15,1,2,0
305,26,3,5,0.4314288990430927,11,1,1,0
48,19,8,3,0.6303136823141374,8,4,6,0
76,9,16,17,0.07022745759308402,0,2,2,0
1033,6,16,15,0.4432935288999238,2,6,0,0
111,8,21,2,0.3031364031102225,13,5,1,0
69,10,6,9,0.4982436119671928,1,1,1,1
465,18,46,9,0.5045765359691481,13,2,1,0
1015,13,6,8,0.7852316058423087,7,1,3,0
579,20,14,5,0.12350452844489768,10,6,1,0
808,27,17,8,0.08271960104746645,8,3,1,0
98,13,15,6,0.4018902332387908,4,2,1,0
44,6,4,3,0.8875199193765325,2,7,2,0
1482,16,32,9,0.855269519672093,8,1,1,0
166,35,8,1,0.559992909281409,13,2,5,0
181,21,18,11,0.8887738189711071,0,6,2,0
1204,15,15,6,0.8053435975487119,3,2,3,0
476,7,15,4,0.2779394600930494,3,2,1,0
422,11,2,11,0.1701062804458301,6,1,0,0
3287,4,7,8,0.3011565009767059,0,2,2,0
113,6,17,17,0.22711787843881437,21,3,1,0
745,16,3,14,0.6227187926586971,6,5,3,0
262,3,11,3,0.5848991127746501,20,2,1,0
337,10,14,4,0.5984373834527817,13,4,4,0
1531,5,21,4,0.18930353649144882,1,2,2,0
450,6,14,4,0.7918627252764388,1,4,1,0
466,13,11,19,0.4336260835426313,15,2,3,0
886,8,16,2,0.47245192036653294,6,5,2,1
157,4,10,14,0.9969618462112396,0,6,2,1
89,9,6,19,0.28227178596274816,21,1,3,0
69,4,8,12,0.3941380041077108,5,3,0,0
23,25,17,10,0.6764632079040873,2,4,1,0
2885,19,11,2,0.8804130201902414,5,3,0,0
65,19,62,1,0.12678100668403114,13,5,0,0
187,7,4,9,0.7350458064271639,0,6,2,0
175,16,17,5,0.9182805259955505,3,5,2,0
353,14,19,2,0.42292461342686904,3,4,2,0
651,8,13,11,0.28672692293351754,14,4,0,0
687,12,10,9,0.6777371467749372,12,3,0,0
121,4,13,11,0.2460736512382915,4,2,2,0
200,6,13,11,0.3842897465472861,8,2,2,0
343,12,37,14,0.8969133740898028,4,5,1,0
181,9,2,4,0.5903325525913774,6,5,1,0
1683,15,6,2,0.09497726659984429,37,3,3,1
441,8,16,18,0.32969753144637093,6,1,5,0
591,10,27,1,0.6272651651173761,35,4,2,0
542,12,6,1,0.48149763715467786,11,6,2,0
1000,7,5,4,0.6603393167515906,1,4,3,1
304,10,11,17,0.7614414176803406,12,4,3,0
51,14,6,4,0.4806151202047081,1,2,2,0
395,29,11,1,0.9869516863019383,6,5,2,0
111,7,6,3,0.9146738756739003,7,2,1,0
129,9,21,3,0.0599074060686563,17,1,1,0
494,21,6,7,0.2664311377502183,1,2,2,0
1081,24,2,3,0.30054351230978404,16,4,3,0
251,17,21,0,0.1842903566700106,21,2,2,0
354,24,13,36,0.31201650305048023,0,5,3,0
1886,7,9,0,0.42482063293546024,17,9,1,0
326,22,9,1,0.05155097899245775,2,2,0,0
5552,19,14,11,0.12730023613241448,0,3,2,0
482,6,5,2,0.09624587879348379,25,1,2,0
29,10,3,10,0.04631693914665058,3,2,2,1
604,2,6,9,0.48149702030161845,7,6,3,0
386,14,10,4,0.33380308322614505,6,4,0,0
1150,22,5,10,0.9354472296497113,1,1,1,0
548,9,37,5,0.1027605354417378,8,1,1,0
207,6,6,11,0.9260353357356722,0,2,2,0
56,6,13,17,0.08654561739945921,1,6,5,0
190,12,18,2,0.6192173466044351,23,1,2,0
88,17,29,7,0.24773033737632033,24,3,2,0
121,29,41,7,0.8268056464938748,5,1,0,0
495,2,51,7,0.06147482703996987,1,2,0,0
1815,27,28,10,0.9525081557696253,4,2,1,1
392,14,25,9,0.04725720033290015,16,4,0,0
58,22,5,2,0.24111326830133384,0,4,1,0
417,19,19,2,0.46418472606739003,1,3,3,0
1028,13,10,5,0.7560578865662154,18,1,4,0
117,12,10,7,0.951112717543369,4,1,2,0
208,16,9,8,0.428042431294376,0,1,2,0
249,11,5,8,0.7573100938178727,1,1,1,0
95,11,8,9,0.7271625544452387,17,7,2,0
532,18,6,9,0.5711688952909065,5,2,2,0
211,7,2,6,0.6909191761008197,1,1,2,0
404,23,32,17,0.03806668306617789,17,1,2,0
84,22,13,1,0.4415774008975135,14,3,0,0
144,9,13,0,0.7858606940600303,0,2,3,0
582,18,12,7,0.47422114500273094,6,4,3,0
156,16,27,8,0.8735045842269484,2,5,1,0
1943,9,14,7,0.8336378765647102,6,1,5,1
151,19,33,4,0.8634460301723657,2,5,1,0
320,29,20,9,0.12999668562819944,3,3,2,0
749,23,7,2,0.2441411245660705,7,1,2,0
44,4,30,1,0.02959727321213035,6,4,2,0
29,17,16,14,0.9828007268630552,4,1,3,0
39,21,12,3,0.23613813941676198,0,7,2,0
1113,8,25,7,0.36709333448224224,27,4,1,0
126,23,13,3,0.2749264472284362,1,2,1,0
5270,8,22,4,0.03979362284541732,8,2,1,0
124,11,4,12,0.2612580096101085,0,3,1,0
305,8,13,6,0.09819566620770726,9,2,2,0
1557,7,7,6,0.39428308638458465,0,1,2,0
2717,16,50,1,0.9668241183367756,2,6,1,0
2903,5,32,6,0.6982623720638178,8,4,4,0
1043,11,15,3,0.7069007898078813,2,4,2,1
836,16,30,26,0.4531759332912553,6,2,0,0
498,8,7,3,0.8113040106894477,1,3,2,0
622,25,9,17,0.9082841669175588,1,3,4,0
126,11,1,7,0.9615500060838208,10,3,1,0
91,31,21,2,0.09899022274641855,0,2,1,0
243,4,1,12,0.8796440086464777,0,3,1,0
199,16,8,16,0.22508288357586081,1,5,4,0
142,14,4,21,0.3972669019908339,0,4,3,0
564,10,26,8,0.3454771947120263,0,4,3,0
769,13,47,3,0.6751300400867949,2,1,0,0
272,18,23,3,0.5979245402337916,0,1,4,0
1440,20,20,8,0.10910487476803599,16,1,3,0
62,12,15,1,0.7828226295145166,0,1,1,0
193,16,14,2,0.43964540180149614,15,4,1,0
103,7,6,6,0.0022218433296467,13,3,1,0
26,20,3,11,0.4145032668608313,0,6,2,0
221,28,14,5,0.5163315757471911,0,3,1,0
211,21,17,21,0.06887468520822926,0,3,3,0
1504,8,16,9,0.15113525941620154,7,5,7,0
521,6,18,4,0.993572171490861,8,3,1,0
71,42,22,3,0.8711954020224856,7,3,2,0
2264,27,14,2,0.13332741934664782,6,2,3,0
1059,20,5,10,0.5803093996962564,1,6,2,0
492,29,18,3,0.3792432972173432,14,1,0,0
186,13,21,8,0.5437404086999197,3,4,3,0
77,19,10,1,0.47053519356738727,34,4,4,0
156,25,21,2,0.048148925025684686,3,3,2,0
903,11,14,6,0.31542031099078305,2,4,2,0
2348,17,5,2,0.12552058202812666,17,1,1,0
1559,23,57,14,0.48896809229074767,6,5,4,0
136,6,10,1,0.9073167199795433,10,1,2,0
63,10,5,2,0.9955327725695439,4,6,1,0
289,23,7,15,0.9442530684824714,17,4,2,0
29,14,1,13,0.98569712497481,19,5,1,1
360,13,10,15,0.01524631578035518,4,1,3,0
204,12,33,2,0.7294469784440278,2,1,4,0
139,24,15,6,0.27294881017653627,8,2,1,0
36,7,6,7,0.865617978269137,24,2,3,0
453,9,12,5,0.8137334906240424,7,6,2,0
129,5,12,9,0.4236745758829541,24,4,3,0
60,10,10,12,0.4732606751031575,3,1,4,0
10,14,25,5,0.2650916689925389,19,1,1,0
236,3,17,2,0.28880403622030193,0,1,4,0
2052,7,5,9,0.9811744233604845,3,3,2,0
1796,14,25,7,0.8888528886701745,5,3,2,0
141,17,31,11,0.19186897211497478,8,2,3,0
118,32,17,9,0.27552467786493295,2,4,1,1
429,18,11,15,0.10864799306226003,20,2,0,0
73,11,8,6,0.9888707829796913,18,1,1,0
351,14,38,18,0.9072098505305477,12,2,4,0
613,14,16,17,0.5520979869873974,0,2,0,0
1066,9,14,10,0.6928931039471257,0,2,1,0
216,15,4,13,0.7479469395906544,5,4,1,0
191,9,6,15,0.20381122746022495,11,1,2,0
85,15,3,5,0.9346663373311574,1,2,0,0
90,12,11,16,0.5267427137216166,8,1,2,0
186,11,8,8,0.0924515375004269,6,1,0,0
380,11,14,11,0.3970826078336691,10,2,1,0
732,20,28,12,0.6016465561765669,4,1,4,0
93,19,21,10,0.35282319146670316,9,2,1,0
1467,11,24,7,0.6992044277518311,1,6,3,0
176,19,27,14,0.8820499804079548,1,4,4,0
238,12,6,30,0.771892124382132,18,2,3,0
99,12,9,32,0.6426580200973039,3,6,3,0
13,10,8,9,0.5121574814116652,33,3,1,0
706,31,22,15,0.25446348578791333,0,2,2,0
592,29,4,31,0.45494616499743323,5,5,2,0
174,8,34,5,0.2929529071381771,3,2,0,0
265,10,9,11,0.9340233810897248,44,2,4,0
454,16,4,11,0.907311156986661,36,3,5,0
37,18,9,29,0.15582638330357956,2,5,1,0
129,6,10,17,0.8226202211942198,2,1,1,0
634,7,11,7,0.7029146967557403,11,5,3,0
54,1,11,8,0.9752117205606047,17,1,1,0
348,18,27,3,0.4633065686001786,8,5,3,0
48,4,16,2,0.7221743714143831,16,3,4,0
428,8,4,10,0.5178839201283764,0,2,3,0
234,21,10,9,0.0694004966923557,8,4,3,0
35,21,8,6,0.0467647497367677,9,4,1,1
989,30,13,3,0.12211144287978581,1,3,0,0
101,35,12,5,0.2961910638524169,12,2,1,0
92,52,41,24,0.2591131058118753,23,7,1,0
311,10,24,3,0.7283266687059001,18,4,2,0
971,9,20,1,0.7159227349221242,2,2,2,0
72,16,1,10,0.9713945798493719,3,4,0,0
263,5,23,4,0.31039082544239616,5,1,3,0
409,11,2,12,0.938452083780593,1,4,1,0
562,14,9,11,0.6128506034877351,24,1,2,0
302,17,10,2,0.4953087109901204,1,1,2,0
157,18,27,10,0.6678413778132158,11,2,3,1
90,11,5,5,0.7027554515855868,3,6,3,0
271,5,11,14,0.17192902885924144,6,3,3,0
67,6,3,14,0.7517155035352574,0,2,1,0
10,2,19,2,0.7251727644669765,1,6,1,0
413,9,9,1,0.9975322839487789,4,4,3,0
723,5,15,13,0.9119477806724755,9,3,3,0
14,9,1,12,0.6846602316842915,12,5,1,0
72,16,5,2,0.7123637130966528,0,2,3,0
514,5,15,13,0.9459856338345852,1,2,1,0
2889,14,21,6,0.9671782729841749,10,3,2,0
250,11,34,0,0.8269651972151274,13,2,3,0
102,16,31,4,0.7673935455071609,2,4,1,0
196,18,8,4,0.11136582336489109,2,4,3,0
1273,10,14,0,0.8303221914806358,0,1,0,0
112,13,22,15,0.2531956784557905,1,2,3,0
93,11,16,16,0.5637842960192129,0,7,1,1
137,9,10,18,0.4053724704378353,7,4,0,0
77,8,15,2,0.345607300637241,18,1,4,0
283,17,32,4,0.31025000146706005,1,3,1,0
1719,27,12,5,0.8554270806574897,11,4,3,0
360,25,19,1,0.7691361206718442,6,6,1,0
180,5,16,8,0.5234487524087015,22,6,3,1
172,26,7,3,0.6644804938644568,12,1,1,0
37,7,26,6,0.984527950344009,15,6,0,0
706,14,13,3,0.3975351357779431,8,2,1,1
222,16,10,10,0.551100606009575,13,2,1,0
197,4,15,13,0.5335237125744854,3,3,2,0
11290,11,29,6,0.9359723751517351,1,2,3,0
350,27,15,5,0.35156241761085916,19,3,4,0
99,2,14,9,0.9862547502177453,10,3,0,0
146,44,18,0,0.3046976135731849,0,3,1,0
970,2,22,4,0.10890703532403212,16,2,2,0
280,15,10,3,0.19137354524205608,3,5,0,0
43,4,12,16,0.4262213418642181,2,4,1,0
737,17,10,29,0.6497559498332474,7,1,3,0
109,24,18,2,0.5168252200240195,6,2,3,0
2316,21,13,7,0.3762781765744445,6,3,1,0
894,23,13,2,0.5620332657067757,2,2,1,0
143,11,14,2,0.8388062763146682,25,4,2,0
1138,4,4,7,0.8389310276384797,23,4,2,0
265,27,20,5,0.7262278881822307,0,1,0,0
680,38,10,7,0.9524484582433425,3,2,4,0
437,14,13,2,0.5902046674378381,0,4,1,0
88,10,9,7,0.007657637654089,15,5,4,0
113,7,5,16,0.29092963281215767,17,4,2,0
842,20,15,11,0.3282227044901007,5,2,3,0
163,23,18,1,0.5473260773033678,14,3,1,0
150,10,57,20,0.9048894713874821,9,2,6,0
77,31,8,2,0.8381149635430941,5,2,3,0
406,19,23,3,0.23217298530830788,3,3,1,0
2907,13,10,13,0.5193902359440692,2,4,4,0
67,16,24,7,0.6591486354289616,2,1,1,0
251,6,20,6,0.9875115406311474,6,2,1,0
1332,20,8,5,0.03130281936030799,1,1,5,0
222,7,5,5,0.4638773167703196,1,2,4,1
421,9,3,5,0.9881086540077202,0,2,0,0
68,12,26,10,0.977205797028095,7,5,3,0
409,35,6,11,0.33072651759762917,41,5,2,0
195,15,25,5,1.6736257934746313e-05,17,4,5,1
798,7,13,17,0.5867345849523341,9,5,2,0
1017,16,11,7,0.8669388507928906,12,4,4,0
5472,18,22,8,0.3242972241778892,4,4,4,0
490,25,10,15,0.9342699648337701,2,1,5,0
361,13,20,3,0.332702437111263,3,1,2,0
308,8,8,10,0.6102013199725691,0,2,0,0
160,40,32,3,0.722046073181635,8,3,0,0
367,16,7,3,0.3454157644953617,1,2,2,0
171,7,20,18,0.35220641201928005,11,9,2,0
299,13,28,22,0.46999482968377404,1,2,2,1
1189,9,1,8,0.835223428104575,2,3,3,0
73,26,19,4,0.10085076756222844,25,6,3,0
960,18,7,9,0.6314793853987916,0,7,3,0
1188,10,22,7,0.67734792930926,5,3,0,0
212,23,16,12,0.5578727599891367,0,4,2,0
19,12,19,7,0.9358383873756226,0,5,2,0
117,12,13,7,0.6019907169345468,8,1,4,0
1160,8,29,3,0.6345767510770375,7,1,0,0
238,8,3,4,0.5997600279148402,1,3,3,0
73,39,27,6,0.722018774928167,16,1,4,1
133,23,8,10,0.13540941565389453,9,3,1,0
670,3,2,4,0.894276323524307,2,3,0,0
471,6,14,20,0.04249232291905325,2,3,4,1
183,6,8,6,0.6407439600539823,11,1,7,0
157,13,18,2,0.615480932203108,10,4,0,0
152,10,19,5,0.20812112742665345,1,3,3,0
80,29,12,11,0.040710973684136564,3,2,6,0
1700,10,19,5,0.1388353970481091,1,1,0,0
166,37,16,3,0.2716720549512216,2,2,0,0
1054,12,13,4,0.8821056905590439,2,2,4,0
1518,41,11,4,0.8557344041799902,29,3,1,0
810,11,9,10,0.0638555742660517,11,1,4,0
145,11,41,4,0.28926800803068486,12,2,2,0
397,22,13,1,0.8893162432490538,2,4,3,0
237,20,17,3,0.23665902844462028,0,2,4,1
82,5,21,14,0.9959653038208868,0,2,2,1
361,14,11,9,0.25684019578730655,6,5,4,0
59,10,18,1,0.7391132566709997,2,3,0,0
1017,9,39,13,0.41705917357139355,1,4,2,0
140,13,7,15,0.13624455204452457,0,1,1,0
311,11,39,10,0.25515461332880385,16,7,1,0
343,14,22,3,0.6751180756214514,7,4,2,0
179,6,8,14,0.33705640203645004,0,1,1,0
494,4,7,5,0.6041282206004783,11,6,2,0
138,23,39,4,0.20553104276895962,11,4,3,0
696,25,26,6,0.4485809721828008,2,3,3,0
48,22,12,9,0.5122457802842255,1,4,2,0
284,13,9,10,0.41278456331432434,13,4,2,0
2506,10,8,7,0.19791803135059383,3,5,0,0
73,8,11,6,0.4615535246067376,15,3,3,0
108,7,12,3,0.6929005605390304,0,2,2,0
453,12,15,9,0.964905662825861,5,3,1,0
303,24,6,8,0.7895216204779495,1,4,4,0
372,8,8,10,0.16147048151904642,8,2,3,0
440,24,11,6,0.27270184980354006,47,7,2,0
524,4,48,11,0.07882389545335,4,2,3,0
926,15,16,10,0.13564952426007792,0,4,0,0
400,17,4,5,0.25068296486844754,3,3,3,0
183,9,6,6,0.19952736629822,17,1,3,0
548,6,38,11,0.21364925076663666,11,4,1,0
2391,21,30,12,0.23077022643928802,2,2,2,0
208,13,10,15,0.3006786957836114,24,2,0,1
75,48,19,3,0.1255860686267587,7,1,5,1
923,25,17,5,0.27783498381829497,1,2,3,0
211,25,13,19,0.6884118272820565,6,3,2,0
18,1,7,25,0.2364009998254578,4,1,2,0
676,8,2,8,0.17183842765268742,13,1,3,0
128,5,24,6,0.06769566218446077,3,4,1,0
219,2,18,25,0.49997148619703835,16,3,3,0
364,13,7,20,0.8419827278722763,13,4,3,0
307,21,29,11,0.05901664426374176,8,2,0,0
573,6,37,6,0.5423260272381492,2,2,1,0
145,2,16,9,0.6506189154224982,28,4,1,0
452,7,13,1,0.5924616567788439,6,1,1,0
179,12,3,13,0.8776232035658511,19,4,2,0
593,11,12,4,0.8663955802085633,1,3,0,0
512,13,5,18,0.057307592528459295,32,3,1,0
79,17,12,1,0.3609439692236869,13,1,0,0
900,13,27,4,0.6708298304977527,23,3,1,0
128,21,21,7,0.952444655492531,1,2,3,1
645,7,29,7,0.8046847964530521,4,2,1,1
380,11,11,3,0.17658931053381932,0,4,2,0
2221,18,4,7,0.27920883774729943,1,4,4,0
187,15,10,6,0.7635938636237385,2,4,1,0
160,34,16,7,0.47147484727267563,24,3,3,0
239,7,30,4,0.5473024420221541,8,4,4,0
170,18,24,15,0.6089798201757071,3,6,1,0
639,8,3,9,0.10329151772573941,24,2,3,0
35,8,16,5,0.8559620334332542,10,2,1,0
69,24,27,11,0.8631344393767272,18,4,1,0
67,13,32,4,0.46823944412836727,20,4,3,0
765,15,28,4,0.6268452185006631,11,1,1,0
1905,9,8,1,0.6599041200254901,2,1,2,0
215,9,8,9,0.18972258472988413,45,3,1,0
199,4,41,8,0.11258482846627937,3,2,2,0
266,14,9,3,0.02067294640375028,8,8,3,0
986,6,37,3,0.9128818267776012,14,3,2,0
80,12,6,9,0.34571328894469133,1,3,2,0
325,21,12,5,0.08583093501100303,7,3,2,0
788,3,2,9,0.4657999784979715,3,2,2,0
446,55,11,1,0.07562511334617517,2,5,0,0
307,8,7,2,0.08525075280695493,0,2,3,0
813,12,21,13,0.48888534570452513,16,3,1,0
10,15,21,8,0.5088366597166352,1,7,3,0
551,7,18,11,0.5801430853279106,16,4,1,0
111,9,7,5,0.6563114800086017,7,2,0,0
27,24,29,3,0.6682673701791192,7,1,3,0
451,20,14,13,0.43299668755151755,14,1,2,0
1272,11,22,0,0.6435330585373763,5,4,0,0
207,13,28,6,0.3047397562145159,3,1,3,0
767,14,15,11,0.441308191155138,1,1,2,0
1693,18,4,5,0.3933270485322804,6,5,0,0
1185,19,16,27,0.3291100012186364,6,5,1,0
1751,18,12,7,0.2385708256109662,2,3,4,0
596,10,6,9,0.07845900054087318,7,3,2,1
267,14,34,3,0.5059104777856958,4,2,3,1
35,23,11,20,0.5372881862058948,13,6,4,0
182,40,20,7,0.33615504410205677,6,5,2,0
88,13,23,5,0.9758438630354458,21,1,2,0
3311,9,16,7,0.5569612103064583,5,3,0,0
198,7,10,10,0.8890105189152379,17,4,1,0
283,18,3,4,0.5700853095216198,5,3,1,1
474,4,18,9,0.18991585297166114,6,3,5,0
257,19,11,1,0.9746225396019198,3,3,2,0
1870,19,40,2,0.8853350104490477,4,1,3,0
115,9,8,7,0.471273678437673,21,3,5,0
309,15,2,19,0.2430578918073144,2,1,4,0
100,11,5,1,0.22266961626485093,1,1,1,0
50,5,28,4,0.8060204271662562,14,4,2,0
117,18,24,2,0.06911861145125942,6,4,1,0
234,17,34,5,0.6380603814135488,2,3,3,0
146,10,12,7,0.6401349235418353,4,2,2,0
106,40,22,5,0.18245454772580882,5,3,1,0
45,13,16,0,0.704912368434663,7,1,2,0
221,3,8,1,0.705406289195481,13,1,2,0
40,23,14,2,0.3500308674413837,4,3,1,0
609,20,10,4,0.48337591271699165,9,3,2,0
270,22,33,3,0.8327635511489938,14,3,0,0
42,6,8,4,0.5231532734672453,14,1,0,0
168,15,36,6,0.618157100984976,2,3,0,0
99,13,8,5,0.4127696504862779,3,3,1,0
358,11,10,21,0.14959908916490205,7,1,3,0
1222,27,14,22,0.9980666316340909,17,2,2,0
25,13,7,7,0.5315365202826074,12,3,4,0
280,10,14,3,0.3364464614205108,7,1,2,0
201,10,16,5,0.7137873259931339,32,2,2,0
547,6,32,8,0.6208217666615021,4,5,0,0
316,14,2,3,0.23290828029935595,14,2,3,0
99,28,8,8,0.8769254993975534,13,5,3,0
166,10,39,5,0.07090293692123684,19,1,1,0
94,15,10,19,0.6056982518359033,35,5,2,0
889,11,10,3,0.4778884914783339,5,2,3,0
251,12,7,16,0.318198413785322,1,2,2,0
2395,21,21,8,0.826380128260242,4,4,3,0
227,6,3,3,0.6562770742892631,15,1,2,0
104,4,17,11,0.7594994968775755,14,2,1,0
39,23,43,4,0.4146587426445213,3,3,2,1
28,9,2,5,0.9423983313065104,0,6,5,0
36,10,22,3,0.344723422719,5,4,1,0
337,45,5,13,0.5310449244556457,5,2,2,0
450,20,18,25,0.9336501118115589,0,1,0,0
36,7,17,3,0.0831889578856091,12,3,5,0
716,24,23,12,0.10881043716695771,2,2,2,0
137,21,9,7,0.9941877663234675,8,4,4,0
291,1,9,12,0.9713911569556599,0,3,1,0
1693,14,23,8,0.7717016058371362,15,4,3,0
717,6,9,5,0.48418827607116477,10,6,2,0
177,12,25,34,0.5060608486364432,3,1,1,1
83,40,1,7,0.2572128735374356,7,4,1,0
18,21,16,12,0.43273103613532493,1,4,2,0
103,23,24,3,0.4313493778663323,33,6,2,1
189,11,12,19,0.03609001892673869,12,3,3,0
74,23,33,6,0.45315820803366946,12,5,2,1
209,8,9,2,0.47979440851746713,1,4,0,0
268,14,16,5,0.6657831742298628,0,2,1,0
186,21,27,7,0.5164529133876775,7,5,2,0
112,20,5,7,0.8616829323752027,1,3,3,0
299,4,28,6,0.3675618252418237,12,2,1,0
415,35,17,7,0.40971759120560225,4,2,2,0
66,7,7,2,0.5714825136560745,3,4,3,0
